accountsPayable,capitalSurplus,commonStock,currency,currentAssets,currentCash,currentLongTermDebt,filingType,fiscalDate,fiscalQuarter,fiscalYear,goodwill,intangibleAssets,inventory,longTermDebt,longTermInvestments,minorityInterest,netTangibleAssets,otherAssets,otherCurrentAssets,otherCurrentLiabilities,otherLiabilities,propertyPlantEquipment,receivables,reportDate,retainedEarnings,shareholderEquity,shortTermInvestments,symbol,totalAssets,totalCurrentLiabilities,totalLiabilities,treasuryStock,id,key,subkey,date,updated
145566000,,490025000,USD,6300913000,4944470000,0,10-Q,2018-08-31,3,2018,7136853000,669476000,0,1874654000,9094707000,0,1055596000,183821000,311936000,3646461000,867014000,1019260000,1044507000,2018-09-26,11137357000,8861925000,311936000,ADBE,15395620000,3792027000,6533695000,-7696767000,BALANCE_SHEET,ADBE,quarterly,1535673600000,1611842429000
117194000,,491914000,USD,7741444000,6334064000,0,10-Q,2018-06-01,2,2018,5823792000,320478000,0,1874057000,7421960000,0,2561313000,166234000,332503000,3611762000,854808000,993486000,1074877000,2018-06-27,10471066000,8705583000,332503000,ADBE,15163404000,3728956000,6457821000,-6990489000,BALANCE_SHEET,ADBE,quarterly,1527811200000,1611842429000
131090000,,492061000,USD,7480814000,6147970000,0,10-Q,2018-03-02,1,2018,5843899000,353740000,0,1874794000,7492671000,0,2436389000,153648000,270154000,3405379000,928194000,991674000,1062690000,2018-03-28,9830399000,8634028000,270154000,ADBE,14973485000,3536469000,6339457000,-6295081000,BALANCE_SHEET,ADBE,quarterly,1519948800000,1611842429000
113538000,,492119000,USD,7247813000,5819774000,0,10-K,2017-12-01,4,2017,5821561000,385658000,0,1881421000,7287743000,0,2252650000,143548000,210071000,3413919000,386868000,936976000,1217968000,2018-01-22,9573870000,8459869000,210071000,ADBE,14535556000,3527457000,6075687000,-6084436000,BALANCE_SHEET,ADBE,quarterly,1512086400000,1611842429000
90327000,,493426000,USD,6581057000,5368486000,0,10-Q,2017-09-01,3,2017,5820656000,420667000,0,1889218000,7325758000,0,1929111000,144626000,206384000,3125817000,354748000,939809000,1006187000,2017-09-27,9072321000,8170434000,206384000,ADBE,13906815000,3216144000,5736381000,-5791809000,BALANCE_SHEET,ADBE,quarterly,1504224000000,1611842430000
77905000,,494371000,USD,6052197000,4931513000,0,10-Q,2017-06-02,2,2017,5788703000,453834000,0,1888398000,7312703000,0,1561461000,146058000,219232000,2969991000,344959000,924108000,901452000,2017-06-28,8652752000,7803998000,219232000,ADBE,13364900000,3047896000,5560902000,-5538849000,BALANCE_SHEET,ADBE,quarterly,1496361600000,1611842430000
191484000,,494612000,USD,5755562000,4647617000,0,10-Q,2017-03-03,1,2017,5753575000,489202000,0,1884074000,7289221000,0,1345913000,224714000,257105000,2762585000,331543000,821730000,850840000,2017-03-29,8299362000,7588690000,257105000,ADBE,13044783000,2954069000,5456093000,-5245290000,BALANCE_SHEET,ADBE,quarterly,1488499200000,1611842430000
88024000,,495697000,USD,5839774000,4761300000,0,10-K,2016-12-02,4,2016,5406474000,414405000,0,1902068000,6867340000,0,1603956000,230197000,245441000,2723611000,350916000,816264000,833033000,2017-01-20,8114517000,7424835000,245441000,ADBE,12707114000,2811635000,5282279000,-5132472000,BALANCE_SHEET,ADBE,quarterly,1480636800000,1611842430000
83444000,,498584000,USD,5418710000,4446398000,0,10-Q,2016-09-02,3,2016,5433180000,454230000,0,1916591000,6948731000,0,1390536000,249797000,241146000,2422222000,428779000,811524000,731166000,2016-09-27,7714904000,7277946000,241146000,ADBE,12367441000,2505666000,5089495000,-4844706000,BALANCE_SHEET,ADBE,quarterly,1472774400000,1611842430000
75582000,,499974000,USD,5238564000,4318408000,0,10-Q,2016-06-03,2,2016,5444556000,494193000,0,1918389000,6978219000,0,1309862000,243393000,253420000,2310008000,418582000,796077000,666736000,2016-06-29,7444115000,7248611000,253420000,ADBE,12216783000,2385590000,4968172000,-4490788000,BALANCE_SHEET,ADBE,quarterly,1464912000000,1611842430000
71706000,,499125000,USD,4935390000,4097888000,0,10-Q,2016-03-04,1,2016,5389000000,518686000,0,1916831000,6961292000,0,1173516000,258730000,238295000,2160100000,401095000,794876000,599207000,2016-03-30,7221083000,7081202000,238295000,ADBE,11896682000,2231806000,4815480000,-4280749000,BALANCE_SHEET,ADBE,quarterly,1457049600000,1611842430000
93307000,,498382000,USD,4821892000,3988084000,0,10-K,2015-11-27,4,2015,5366881000,510007000,0,1907231000,6904580000,0,1124692000,240271000,161802000,2120249000,395896000,787421000,672006000,2016-01-19,7253431000,7001580000,161802000,ADBE,11726472000,2213556000,4724892000,-4267715000,BALANCE_SHEET,ADBE,quarterly,1448582400000,1611842430000
69823000,,498630000,USD,4525888000,3668733000,0,10-Q,2015-08-28,3,2015,5402159000,556810000,0,1906094000,6982507000,0,882363000,226074000,181163000,1990991000,384013000,797464000,593554000,2015-09-23,7049629000,6841332000,181163000,ADBE,11508395000,2060814000,4667063000,-4161660000,BALANCE_SHEET,ADBE,quarterly,1440720000000,1611842430000
56539000,,499290000,USD,4178397000,3413248000,0,10-Q,2015-05-29,2,2015,5388971000,583198000,0,1904376000,6986986000,0,637934000,229618000,191314000,1880494000,386949000,785199000,502617000,2015-06-24,6879444000,6610103000,191314000,ADBE,11165383000,1937033000,4555280000,-4134581000,BALANCE_SHEET,ADBE,quarterly,1432857600000,1611842430000
5581000000,,4096000000,USD,47249000000,23895000000,2504000000,10-K,2020-12-26,4,2020,26971000000,9026000000,8427000000,33897000000,105842000000,0,45041000000,4685000000,2745000000,16669000000,9559000000,56584000000,6782000000,2021-01-22,56233000000,81038000000,2745000000,INTC,153091000000,24754000000,72053000000,0,BALANCE_SHEET,INTC,quarterly,1608940800000,1611842692000
5159000000,,4188000000,USD,36785000000,18253000000,504000000,10-Q,2020-09-26,3,2020,26955000000,9881000000,9273000000,36059000000,108476000000,0,37718000000,6036000000,2119000000,16449000000,9541000000,59205000000,7140000000,2020-10-23,52159000000,74554000000,2119000000,INTC,145261000000,22112000000,70707000000,0,BALANCE_SHEET,INTC,quarterly,1601078400000,1611842692000
5045000000,,4246000000,USD,44390000000,25815000000,2254000000,10-Q,2020-06-27,2,2020,26943000000,10303000000,8969000000,36093000000,108149000000,0,44764000000,6082000000,2165000000,15182000000,9232000000,58036000000,7441000000,2020-07-24,57646000000,82010000000,2165000000,INTC,152539000000,22481000000,70529000000,0,BALANCE_SHEET,INTC,quarterly,1593216000000,1611842692000
4638000000,,4266000000,USD,41501000000,20803000000,3464000000,10-Q,2020-03-28,1,2020,26276000000,10429000000,9246000000,36455000000,106209000000,0,39649000000,5911000000,2997000000,15793000000,8979000000,56770000000,8455000000,2020-04-24,52644000000,76354000000,2997000000,INTC,147710000000,23895000000,71356000000,0,BALANCE_SHEET,INTC,quarterly,1585353600000,1611842692000
4128000000,,4319000000,USD,31239000000,13123000000,3693000000,10-K,2019-12-28,4,2019,26276000000,10827000000,8744000000,25463000000,105285000000,0,40401000000,4344000000,1713000000,14489000000,9203000000,55386000000,7659000000,2020-01-24,53523000000,77504000000,1713000000,INTC,136524000000,22310000000,59020000000,0,BALANCE_SHEET,INTC,quarterly,1577491200000,1611842693000
4809000000,,4391000000,USD,29957000000,12025000000,5200000000,10-Q,2019-09-28,3,2019,24727000000,11019000000,8638000000,23873000000,103811000000,0,38496000000,6255000000,2414000000,15055000000,8893000000,53563000000,6880000000,2019-10-25,49674000000,74242000000,2414000000,INTC,133768000000,25064000000,59526000000,0,BALANCE_SHEET,INTC,quarterly,1569628800000,1611842693000
4682000000,,4466000000,USD,29239000000,11944000000,3726000000,10-Q,2019-06-29,2,2019,24583000000,11249000000,8696000000,25336000000,101520000000,0,39115000000,6105000000,2366000000,11297000000,8988000000,51377000000,6233000000,2019-07-26,50429000000,74947000000,2366000000,INTC,130759000000,19705000000,55812000000,0,BALANCE_SHEET,INTC,quarterly,1561766400000,1611842693000
4059000000,,4492000000,USD,29060000000,12033000000,2750000000,10-Q,2019-03-30,1,2019,24521000000,11457000000,7765000000,26012000000,100398000000,0,37683000000,5661000000,2305000000,12102000000,9353000000,50040000000,6957000000,2019-04-26,49128000000,73661000000,2305000000,INTC,129458000000,18911000000,55797000000,0,BALANCE_SHEET,INTC,quarterly,1553904000000,1611842693000
3824000000,,4547000000,USD,28787000000,11650000000,1261000000,10-K,2018-12-29,4,2018,24513000000,11836000000,7253000000,25517000000,99176000000,0,38214000000,3299000000,3162000000,11541000000,9592000000,48976000000,6722000000,2019-02-01,50172000000,74563000000,3162000000,INTC,127963000000,16626000000,53400000000,0,BALANCE_SHEET,INTC,quarterly,1546041600000,1611842693000
3593000000,,4574000000,USD,29590000000,13186000000,3051000000,10-Q,2018-09-29,3,2018,24506000000,12007000000,7401000000,25338000000,98652000000,0,34970000000,3955000000,3546000000,12930000000,10362000000,47071000000,5457000000,2018-10-26,47094000000,71483000000,3546000000,INTC,128242000000,19574000000,56759000000,0,BALANCE_SHEET,INTC,quarterly,1538179200000,1611842693000
4143000000,,4649000000,USD,27603000000,12225000000,3510000000,10-Q,2018-06-30,2,2018,24351000000,12098000000,7344000000,25286000000,98369000000,0,33598000000,3690000000,3398000000,9918000000,11402000000,45914000000,4636000000,2018-07-27,45666000000,70047000000,3398000000,INTC,125972000000,17571000000,55925000000,0,BALANCE_SHEET,INTC,quarterly,1530316800000,1611842693000
4415000000,,4674000000,USD,31630000000,16197000000,3842000000,10-Q,2018-03-31,1,2018,24346000000,12355000000,7146000000,25571000000,96966000000,0,33464000000,3614000000,3408000000,11704000000,11335000000,43735000000,4879000000,2018-04-27,44418000000,70165000000,3408000000,INTC,128596000000,19961000000,58431000000,0,BALANCE_SHEET,INTC,quarterly,1522454400000,1611842693000
2928000000,,4683000000,USD,29500000000,14002000000,1776000000,10-K,2017-12-30,4,2017,24389000000,12745000000,6983000000,25903000000,93749000000,0,31885000000,2262000000,2908000000,12717000000,7860000000,41109000000,5607000000,2018-02-16,42083000000,69019000000,2908000000,INTC,123249000000,17421000000,54230000000,0,BALANCE_SHEET,INTC,quarterly,1514592000000,1611842693000
3554000000,,4688000000,USD,33154000000,17504000000,4142000000,10-Q,2017-09-30,3,2017,24389000000,13058000000,6929000000,28368000000,93934000000,0,33489000000,7112000000,2767000000,12993000000,4152000000,39472000000,5954000000,2017-10-26,42779000000,70936000000,2767000000,INTC,127088000000,20689000000,56152000000,0,BALANCE_SHEET,INTC,quarterly,1506729600000,1611842693000
3671000000,,4710000000,USD,40617000000,25929000000,4130000000,10-Q,2017-07-01,2,2017,14102000000,8867000000,6324000000,28729000000,81490000000,0,45656000000,10006000000,2967000000,10981000000,3469000000,38130000000,5397000000,2017-07-27,41670000000,68625000000,2967000000,INTC,122107000000,18782000000,53482000000,0,BALANCE_SHEET,INTC,quarterly,1498867200000,1611842693000
3221000000,,4723000000,USD,36058000000,17295000000,5073000000,10-Q,2017-04-01,1,2017,14099000000,9157000000,5801000000,21556000000,79590000000,0,43588000000,7443000000,2903000000,13011000000,3658000000,36911000000,4921000000,2017-04-27,40091000000,66844000000,2903000000,INTC,115648000000,21305000000,48804000000,0,BALANCE_SHEET,INTC,quarterly,1491004800000,1611842693000
2475000000,,4735000000,USD,35508000000,17099000000,4634000000,10-K,2016-12-31,4,2016,14099000000,9494000000,5553000000,21531000000,77819000000,0,42633000000,1826000000,2956000000,13193000000,3538000000,36171000000,4690000000,2017-02-17,40747000000,66226000000,2956000000,INTC,113327000000,20302000000,47101000000,0,BALANCE_SHEET,INTC,quarterly,1483142400000,1611842693000
3181000000,,4734000000,USD,36216000000,17769000000,3573000000,10-Q,2016-10-01,3,2016,13868000000,9524000000,5783000000,24929000000,76001000000,0,39723000000,7691000000,2612000000,13339000000,2869000000,34707000000,4952000000,2016-10-31,37645000000,63115000000,2612000000,INTC,112217000000,20093000000,49102000000,0,BALANCE_SHEET,INTC,quarterly,1475280000000,1611842693000
3420000000,,4729000000,USD,31188000000,17689000000,4560000000,10-Q,2016-07-02,2,2016,16992000000,10821000000,5800000000,24943000000,78643000000,0,33554000000,8065000000,3273000000,10731000000,3517000000,33804000000,4426000000,2016-08-01,37130000000,61367000000,3273000000,INTC,109831000000,18711000000,48464000000,0,BALANCE_SHEET,INTC,quarterly,1467417600000,1611842693000
3163000000,,4722000000,USD,27397000000,15091000000,3594000000,10-Q,2016-04-02,1,2016,16942000000,11140000000,5751000000,22669000000,78070000000,0,33092000000,7870000000,2339000000,10769000000,2851000000,32644000000,4216000000,2016-05-02,36526000000,61174000000,2339000000,INTC,105467000000,17526000000,44293000000,0,BALANCE_SHEET,INTC,quarterly,1459555200000,1611842693000
2063000000,,4721000000,USD,40356000000,25313000000,2634000000,10-K,2015-12-26,4,2015,11332000000,3933000000,5167000000,20933000000,62709000000,0,45820000000,2612000000,3053000000,10970000000,2841000000,31858000000,4787000000,2016-02-12,37614000000,61085000000,3053000000,INTC,103065000000,15667000000,41980000000,0,BALANCE_SHEET,INTC,quarterly,1451088000000,1611842694000
2449000000,,4747000000,USD,36205000000,20843000000,1129000000,10-Q,2015-09-26,3,2015,11026000000,4022000000,4965000000,20964000000,62347000000,0,42049000000,8255000000,4304000000,11502000000,2909000000,31597000000,4101000000,2015-10-28,34431000000,57097000000,4304000000,INTC,98552000000,15080000000,41455000000,0,BALANCE_SHEET,INTC,quarterly,1443225600000,1611842694000
2359000000,,4759000000,USD,26710000000,13870000000,1118000000,10-Q,2015-06-27,2,2015,11037000000,4226000000,4818000000,13021000000,63782000000,0,42432000000,6901000000,2267000000,10052000000,2996000000,32683000000,3860000000,2015-07-27,34425000000,57695000000,2267000000,INTC,90492000000,13529000000,32797000000,0,BALANCE_SHEET,INTC,quarterly,1435363200000,1611842694000
2775000000,,4741000000,USD,26466000000,14118000000,1121000000,10-Q,2015-03-28,1,2015,10766000000,4211000000,4418000000,13020000000,63100000000,0,39947000000,6603000000,2636000000,11139000000,3125000000,33296000000,3246000000,2015-04-27,32461000000,54924000000,2636000000,INTC,89566000000,15035000000,34642000000,0,BALANCE_SHEET,INTC,quarterly,1427500800000,1611842694000
252000000,,1174000000,USD,50995000000,13083000000,0,10-K,2020-12-31,4,2020,9135000000,1048000000,0,8939000000,19384000000,44000000,9836000000,1305000000,34566000000,38195000000,2930000000,1807000000,577000000,2021-02-05,12366000000,20019000000,34566000000,PYPL,70379000000,38447000000,50360000000,-8507000000,BALANCE_SHEET,PYPL,quarterly,1609372800000,1613069936000
159000000,,1172000000,USD,48704000000,14158000000,0,10-Q,2020-09-30,3,2020,9119000000,1146000000,0,8937000000,16878000000,44000000,8218000000,1417000000,31467000000,35087000000,2872000000,1757000000,482000000,2020-11-03,10809000000,18483000000,31467000000,PYPL,65582000000,35246000000,47099000000,-8242000000,BALANCE_SHEET,PYPL,quarterly,1601424000000,1611842801000
252000000,,1173000000,USD,46500000000,13048000000,0,10-Q,2020-06-30,2,2020,9118000000,1254000000,0,8934000000,16666000000,44000000,7268000000,1402000000,29871000000,33477000000,2819000000,1717000000,446000000,2020-07-30,9788000000,17640000000,29871000000,PYPL,63166000000,33729000000,45526000000,-7892000000,BALANCE_SHEET,PYPL,quarterly,1593475200000,1611842801000
217000000,,1173000000,USD,38184000000,10186000000,0,10-Q,2020-03-31,1,2020,9124000000,1369000000,0,7967000000,16082000000,44000000,5474000000,1577000000,23874000000,27232000000,2839000000,1646000000,412000000,2020-05-07,8258000000,15967000000,23874000000,PYPL,54266000000,27449000000,38299000000,-7672000000,BALANCE_SHEET,PYPL,quarterly,1585612800000,1611842801000
232000000,,1175000000,USD,38495000000,10761000000,0,10-K,2019-12-31,4,2019,6212000000,778000000,0,4965000000,12838000000,44000000,9895000000,1292000000,23327000000,26687000000,2520000000,1693000000,435000000,2020-02-06,8342000000,16885000000,23327000000,PYPL,51333000000,26919000000,34448000000,-6872000000,BALANCE_SHEET,PYPL,quarterly,1577750400000,1611842801000
193000000,,1175000000,USD,37748000000,10462000000,0,10-Q,2019-09-30,3,2019,6178000000,629000000,0,4964000000,12475000000,0,9676000000,1196000000,23392000000,26147000000,2436000000,1701000000,417000000,2019-10-25,7835000000,16483000000,23392000000,PYPL,50223000000,26340000000,33740000000,-6566000000,BALANCE_SHEET,PYPL,quarterly,1569801600000,1611842802000
199000000,,1175000000,USD,36435000000,8415000000,2499000000,10-Q,2019-06-30,2,2019,6236000000,699000000,0,0,11956000000,0,9204000000,1023000000,24475000000,27149000000,2405000000,1720000000,379000000,2019-07-25,7373000000,16139000000,24475000000,PYPL,48391000000,29847000000,32252000000,-6216000000,BALANCE_SHEET,PYPL,quarterly,1561852800000,1611842802000
226000000,,1171000000,USD,34891000000,7849000000,1999000000,10-Q,2019-03-31,1,2019,6234000000,750000000,0,0,11389000000,0,8173000000,979000000,23777000000,26410000000,2488000000,1731000000,409000000,2019-04-25,6550000000,15157000000,23777000000,PYPL,46280000000,28635000000,31123000000,-6216000000,BALANCE_SHEET,PYPL,quarterly,1553990400000,1611842802000
281000000,,1176000000,USD,32963000000,9109000000,1998000000,10-K,2018-12-31,4,2018,6284000000,825000000,0,0,10369000000,0,8277000000,565000000,21009000000,23625000000,2042000000,1724000000,313000000,2019-02-07,5880000000,15386000000,21009000000,PYPL,43332000000,25904000000,27946000000,-5511000000,BALANCE_SHEET,PYPL,quarterly,1546214400000,1611842802000
247000000,,1181000000,USD,33990000000,9587000000,2000000000,10-Q,2018-09-30,3,2018,6054000000,684000000,0,0,9734000000,0,8377000000,404000000,21879000000,24393000000,1969000000,1646000000,412000000,2018-10-23,5296000000,15115000000,21879000000,PYPL,43724000000,26640000000,28609000000,-4911000000,BALANCE_SHEET,PYPL,quarterly,1538265600000,1611842802000
201000000,,1187000000,USD,34184000000,4965000000,2000000000,10-Q,2018-06-30,2,2018,4331000000,125000000,0,0,7493000000,0,10563000000,101000000,20263000000,22608000000,1849000000,1567000000,283000000,2018-07-26,4860000000,15019000000,20263000000,PYPL,41677000000,24809000000,26658000000,-4311000000,BALANCE_SHEET,PYPL,quarterly,1530316800000,1611842802000
187000000,,1192000000,USD,34742000000,6306000000,3000000000,10-Q,2018-03-31,1,2018,4338000000,138000000,0,0,7580000000,0,10165000000,94000000,20062000000,22527000000,1967000000,1523000000,258000000,2018-04-26,4334000000,14641000000,20062000000,PYPL,42322000000,25714000000,27681000000,-3811000000,BALANCE_SHEET,PYPL,quarterly,1522454400000,1611842802000
257000000,,1205000000,USD,32645000000,5695000000,1000000000,10-K,2017-12-31,4,2017,4339000000,168000000,0,0,8129000000,0,11487000000,133000000,18955000000,21606000000,1917000000,1528000000,283000000,2018-02-07,3823000000,15994000000,18955000000,PYPL,40774000000,22863000000,24780000000,-2001000000,BALANCE_SHEET,PYPL,quarterly,1514678400000,1611842802000
0,,1202000000,USD,29437000000,4921000000,0,10-Q,2017-09-30,3,2017,4326000000,226000000,0,0,8324000000,0,10880000000,70000000,17894000000,20703000000,1626000000,1485000000,301000000,2017-10-24,3204000000,15432000000,17894000000,PYPL,37761000000,20703000000,22329000000,-1701000000,BALANCE_SHEET,PYPL,quarterly,1506729600000,1611842802000
171000000,,1202000000,USD,27035000000,4091000000,0,10-Q,2017-06-30,2,2017,4062000000,143000000,0,0,8255000000,0,10793000000,60000000,17016000000,18470000000,1651000000,1479000000,176000000,2017-07-27,2824000000,14998000000,17016000000,PYPL,35290000000,18641000000,20292000000,-1601000000,BALANCE_SHEET,PYPL,quarterly,1498780800000,1611842802000
164000000,,1203000000,USD,25425000000,4055000000,0,10-Q,2017-03-31,1,2017,4060000000,184000000,0,0,8068000000,0,10382000000,51000000,15838000000,17122000000,1581000000,1448000000,178000000,2017-04-27,2412000000,14626000000,15838000000,PYPL,33493000000,17286000000,18867000000,-1512000000,BALANCE_SHEET,PYPL,quarterly,1490918400000,1611842802000
192000000,,1207000000,USD,25733000000,4975000000,0,10-K,2016-12-31,4,2016,4059000000,211000000,0,0,7370000000,0,10442000000,79000000,15196000000,16686000000,1513000000,1482000000,214000000,2017-02-08,2069000000,14712000000,15196000000,PYPL,33103000000,16878000000,18391000000,-995000000,BALANCE_SHEET,PYPL,quarterly,1483142400000,1611842802000
174000000,,1207000000,USD,24161000000,5088000000,0,10-Q,2016-09-30,3,2016,4068000000,245000000,0,0,7195000000,0,9879000000,92000000,14071000000,15442000000,1548000000,1451000000,187000000,2016-10-25,1679000000,14192000000,14071000000,PYPL,31356000000,15616000000,17164000000,-945000000,BALANCE_SHEET,PYPL,quarterly,1475193600000,1611842802000
169000000,,1210000000,USD,23457000000,4957000000,0,10-Q,2016-06-30,2,2016,4069000000,281000000,0,0,7174000000,0,9467000000,97000000,13826000000,15054000000,1591000000,1412000000,167000000,2016-07-26,1356000000,13817000000,13826000000,PYPL,30631000000,15223000000,16814000000,-896000000,BALANCE_SHEET,PYPL,quarterly,1467244800000,1611842802000
158000000,,1216000000,USD,21968000000,4767000000,0,10-Q,2016-03-31,1,2016,4071000000,320000000,0,0,7502000000,0,9207000000,105000000,12818000000,14204000000,1510000000,1345000000,159000000,2016-04-28,1033000000,13598000000,12818000000,PYPL,29470000000,14362000000,15872000000,-596000000,BALANCE_SHEET,PYPL,quarterly,1459382400000,1611842803000
145000000,,1233000000,USD,20648000000,3411000000,0,10-K,2015-12-31,4,2015,4069000000,358000000,0,0,8233000000,0,9332000000,114000000,12916000000,13472000000,1505000000,1344000000,137000000,2016-02-11,668000000,13759000000,12916000000,PYPL,28881000000,13617000000,15122000000,0,BALANCE_SHEET,PYPL,quarterly,1451520000000,1611842803000
